1	 0.600	 0	 0	 0	 0	 0	 0
1	 0.050	 0	 5	 0	 5	 0	 1
1	 0.150	 3	 0	 5	 0	 0	 1
1	 0.150	 0	 1	 0	 5	 0	 1
1	 0.150	 0	 5	 0	 5	 0	 1
1	 0.150	 4	 5	 5	 5	 0	 1
1	 0.150	 3	 5	 5	 5	 0	 1
1	 0.150	 0	 0	 0	 0	 1	 1
1	 0.150	 5	 1	 5	 5	 0	 1
1	 0.150	 5	 0	 5	 0	 0	 1
1	 0.150	 0	 4	 0	 5	 0	 1
1	 0.300	 5	 1	 5	 5	 0	 1
1	 0.150	 0	 4	 0	 5	 0	 1
1	 0.150	 3	 0	 5	 0	 0	 1
1	 0.150	 0	 1	 0	 5	 0	 1
1	 0.150	 0	 5	 0	 5	 0	 1
2	 0.150	 3	 0	 5	 0	 0	 1
2	 0.150	 0	 1	 0	 5	 0	 1
2	 0.150	 3	 5	 5	 5	 0	 1
2	 0.150	 0	 1	 0	 5	 0	 1
2	 0.150	 0	 5	 0	 5	 0	 1
2	 0.150	 3	 4	 5	 5	 0	 1
2	 0.150	 3	 5	 5	 5	 0	 1
2	 0.150	 5	 1	 5	 5	 0	 1
2	 0.150	 5	 0	 5	 0	 0	 1
2	 0.150	 0	 4	 0	 5	 0	 1
2	 0.300	 5	 1	 5	 5	 0	 1
2	 0.150	 0	 4	 0	 5	 0	 1
2	 0.150	 3	 0	 5	 0	 0	 1
2	 0.150	 0	 1	 0	 5	 0	 1
2	 0.150	 0	 5	 0	 5	 0	 1
3	 0.150	 3	 0	 5	 0	 0	 1
3	 0.150	 0	 1	 0	 5	 0	 1
3	 0.150	 0	 5	 0	 5	 0	 1
3	 0.150	 5	 0	 5	 0	 0	 1
3	 0.150	 0	 5	 0	 5	 0	 1
3	 0.150	 0	 0	 0	 0	 1	 1
3	 0.150	 0	 5	 0	 5	 0	 1
3	 0.150	 5	 1	 5	 5	 0	 1
3	 0.150	 5	 0	 5	 0	 0	 1
3	 0.150	 0	 5	 0	 5	 0	 1
3	 0.150	 5	 0	 5	 0	 0	 1
3	 0.150	 5	 1	 5	 5	 0	 1
3	 0.150	 5	 0	 5	 0	 0	 1
3	 0.150	 5	 1	 5	 5	 0	 1
3	 0.150	 5	 0	 5	 0	 0	 1
3	 0.150	 0	 5	 0	 5	 1	 1
4	 0.150	 5	 0	 5	 0	 0	 1
4	 0.150	 5	 1	 5	 5	 0	 1
4	 0.150	 5	 0	 5	 0	 0	 1
4	 0.150	 0	 5	 0	 5	 1	 1
4	 0.150	 5	 0	 5	 0	 0	 1
4	 0.150	 5	 1	 5	 5	 0	 1
4	 0.150	 5	 0	 5	 0	 1	 1
4	 0.150	 5	 1	 5	 5	 0	 1
4	 0.150	 5	 0	 5	 0	 0	 1
4	 0.150	 0	 5	 0	 5	 1	 1
4	 0.150	 5	 0	 5	 0	 0	 1
4	 0.150	 5	 1	 5	 5	 0	 1
4	 0.150	 5	 0	 5	 0	 0	 1
4	 0.150	 0	 5	 0	 5	 0	 1
4	 0.150	 5	 0	 5	 0	 0	 1
4	 0.150	 0	 5	 0	 5	 1	 1
5	 0.150	 5	 0	 5	 0	 0	 1
5	 0.150	 5	 1	 5	 5	 1	 1
5	 0.150	 5	 0	 5	 0	 0	 1
5	 0.150	 0	 0	 0	 0	 1	 0
5	 0.150	 0	 5	 0	 5	 0	 0
5	 0.150	 5	 0	 5	 0	 0	 0
5	 0.150	 0	 5	 0	 5	 0	 0
5	 0.150	 5	 1	 5	 5	 0	 0
5	 0.150	 5	 0	 5	 0	 0	 0
5	 0.150	 0	 5	 0	 5	 0	 0
5	 0.150	 5	 0	 5	 0	 0	 0
5	 0.150	 0	 5	 0	 5	 1	 0
5	 0.150	 5	 0	 5	 0	 0	 0
5	 0.150	 5	 1	 5	 5	 0	 0
5	 0.150	 5	 0	 5	 0	 0	 0
5	 0.050	 5	 0	 5	 0	 0	 0
6	 0.150	 3	 0	 5	 0	 0	 0
6	 0.150	 0	 1	 0	 5	 0	 0
6	 0.150	 0	 5	 0	 5	 0	 0
6	 0.150	 4	 5	 5	 5	 0	 0
6	 0.150	 3	 5	 5	 5	 0	 0
6	 0.150	 0	 0	 0	 0	 1	 0
6	 0.150	 5	 1	 5	 5	 0	 0
6	 0.150	 5	 0	 5	 0	 0	 0
6	 0.150	 0	 4	 0	 5	 0	 0
6	 0.300	 5	 1	 5	 5	 0	 0
6	 0.150	 0	 4	 0	 5	 0	 0
6	 0.150	 3	 0	 5	 0	 0	 0
6	 0.150	 0	 1	 0	 5	 0	 0
6	 0.150	 0	 5	 0	 5	 0	 0
6	 0.150	 3	 0	 5	 0	 0	 0
7	 0.150	 0	 1	 0	 5	 0	 0
7	 0.150	 3	 5	 5	 5	 0	 0
