 0.050     5     0     0     0     0     1
 0.150     3     0     0     0     0     1
 0.150     1     0     0     0     0     1
 0.150     5     0     0     0     0     1
 0.150     5     4     0     0     0     1
 0.150     5     3     0     0     0     1
 0.150     0     0     0     0     1     1
 0.150     1     5     0     0     0     1
 0.150     5     0     0     0     0     1
 0.150     4     0     0     0     0     1
 0.300     1     5     0     0     0     1
 0.150     4     0     0     0     0     1
 0.150     3     0     0     0     0     1
 0.150     1     0     0     0     0     1
 0.150     5     0     0     0     0     1
 0.150     3     0     0     0     0     1
 0.150     1     0     0     0     0     1
 0.150     5     3     0     0     0     1
 0.150     1     0     0     0     0     1
 0.150     5     0     0     0     0     1
 0.150     3     4     0     0     0     1
 0.150     5     3     0     0     0     1
 0.150     1     5     0     0     0     1
 0.150     5     0     0     0     0     1
 0.150     4     0     0     0     0     1
 0.300     1     5     0     0     0     1
 0.150     4     0     0     0     0     1
 0.150     3     0     0     0     0     1
 0.150     1     0     0     0     0     1
 0.150     5     0     0     0     0     1
 0.150     3     0     0     0     0     1
 0.150     1     0     0     0     0     1
 0.150     5     0     0     0     0     1
 0.150     5     0     0     0     0     1
 0.150     5     0     0     0     0     1
 0.150     0     0     0     0     1     1
 0.150     5     0     0     0     0     1
 0.150     1     5     0     0     0     1
 0.150     5     0     0     0     0     1
 0.150     5     0     0     0     0     1
 0.150     5     0     0     0     0     1
 0.150     1     5     0     0     0     1
 0.150     5     0     0     0     0     1
 0.150     1     5     0     0     0     1
 0.150     5     0     0     0     0     1
 0.150     5     0     0     0     1     1
 0.150     5     0     0     0     0     1
 0.150     1     5     0     0     0     1
 0.150     5     0     0     0     0     1
 0.150     5     0     0     0     1     1
 0.150     5     0     0     0     0     1
 0.150     1     5     0     0     0     1
 0.150     5     0     0     0     1     1
 0.150     1     5     0     0     0     1
 0.150     5     0     0     0     0     1
 0.150     5     0     0     0     1     1
 0.150     5     0     0     0     0     1
 0.150     1     5     0     0     0     1
 0.150     5     0     0     0     0     1
 0.150     5     0     0     0     0     1
 0.150     5     0     0     0     0     1
 0.150     5     0     0     0     1     1
 0.150     5     0     0     0     0     1
 0.150     1     5     0     0     1     1
 0.150     5     0     0     0     0     1
 0.150     0     0     0     0     1     0
 0.150     5     0     0     0     0     0
 0.150     5     0     0     0     0     0
