1	 0.600	 0	 0	 0	 0	 0	 0
1	 0.090	 0	 1	 0	 5	 0	 1
1	 0.150	 3	 5	 5	 5	 0	 1
1	 0.450	 3	 5	 5	 5	 1	 1
1	 0.600	 0	 0	 0	 0	 0	 0
1	 0.300	 3	 0	 5	 0	 0	 1
1	 0.150	 5	 1	 5	 5	 0	 1
1	 0.450	 5	 0	 5	 0	 0	 1
2	 0.450	 0	 1	 0	 5	 0	 1
2	 0.150	 0	 5	 0	 5	 0	 1
2	 0.150	 0	 0	 0	 0	 1	 1
2	 0.150	 0	 1	 0	 5	 0	 1
2	 0.300	 0	 5	 0	 5	 0	 1
2	 0.150	 0	 0	 0	 0	 1	 1
2	 0.450	 0	 1	 0	 5	 0	 0
3	 0.600	 0	 0	 0	 0	 0	 0
3	 0.450	 3	 5	 5	 5	 1	 0
3	 0.600	 0	 0	 0	 0	 0	 0
3	 0.450	 3	 5	 5	 5	 0	 0
4	 0.450	 5	 0	 5	 0	 0	 0
4	 0.450	 0	 1	 0	 5	 0	 0
4	 0.150	 0	 5	 0	 5	 0	 0
4	 0.300	 0	 0	 0	 0	 1	 0
4	 0.600	 0	 0	 0	 0	 0	 0
4	 0.150	 5	 1	 5	 5	 0	 0
5	 0.450	 3	 0	 5	 0	 0	 0
5	 0.300	 0	 3	 0	 5	 0	 0
5	 0.150	 0	 0	 0	 0	 1	 0
5	 0.600	 0	 0	 0	 0	 0	 0
5	 0.150	 0	 5	 0	 5	 0	 0
5	 0.300	 3	 0	 5	 0	 0	 0
5	 0.300	 0	 3	 0	 5	 0	 0
6	 0.150	 0	 4	 0	 5	 0	 0
6	 0.150	 0	 5	 0	 5	 1	 0
6	 0.450	 0	 1	 0	 5	 0	 0
6	 0.150	 0	 5	 0	 5	 0	 0
6	 0.450	 3	 0	 5	 0	 0	 0
6	 0.090	 0	 1	 0	 5	 0	 0
6	 0.150	 3	 5	 5	 5	 0	 0
6	 0.450	 3	 5	 5	 5	 1	 0
7	 0.600	 0	 0	 0	 0	 0	 0
7	 0.300	 3	 0	 5	 0	 0	 0
7	 0.150	 5	 1	 5	 5	 0	 0
7	 0.450	 5	 0	 5	 0	 0	 0
7	 0.450	 0	 1	 0	 5	 0	 0
7	 0.150	 0	 5	 0	 5	 0	 0
7	 0.150	 0	 0	 0	 0	 1	 0
7	 0.150	 0	 1	 0	 5	 0	 0
8	 0.300	 0	 5	 0	 5	 0	 0
8	 0.150	 0	 0	 0	 0	 1	 0
8	 0.450	 0	 1	 0	 5	 0	 0
8	 0.600	 0	 0	 0	 0	 0	 0
8	 0.450	 3	 5	 5	 5	 1	 0
9	 0.600	 0	 0	 0	 0	 0	 0
9	 0.450	 3	 5	 5	 5	 0	 0
9	 0.450	 5	 0	 5	 0	 0	 0
9	 0.450	 0	 1	 0	 5	 0	 0
9	 0.150	 0	 5	 0	 5	 0	 0
10	 0.300	 0	 0	 0	 0	 1	 0
10	 0.600	 0	 0	 0	 0	 0	 0
10	 0.150	 5	 1	 5	 5	 0	 0
10	 0.450	 3	 0	 5	 0	 0	 0
10	 0.300	 0	 3	 0	 5	 0	 0
10	 0.150	 0	 0	 0	 0	 1	 0
11	 0.600	 0	 0	 0	 0	 0	 0
11	 0.150	 0	 5	 0	 5	 0	 0
11	 0.300	 3	 0	 5	 0	 0	 0
11	 0.300	 0	 3	 0	 5	 0	 0
11	 0.150	 0	 4	 0	 5	 0	 0
11	 0.150	 0	 5	 0	 5	 1	 0
11	 0.450	 0	 1	 0	 5	 0	 0
11	 0.150	 0	 5	 0	 5	 0	 0
12	 0.450	 3	 0	 5	 0	 0	 0
13	 0.600	 0	 0	 0	 0	 0	 0
-1	 0.600	 1	 1	 1	 1	 1	 1
