0.24	 1
0	 5
0.15	 5
0	 3
0.15	 5
0.15	 5
0	 3
0.15	 1
0	 5
0.15	 5
0	 3
0.15	 1
0	 5
0	 3
0.15	 1
0	 5
0.3	 1
0.3	 1
0.15	 1
0.15	 3
0.15	 1
0	 3
0.15	 1
0.15	 3
0.3	 3
0.15	 1
0.3	 1
0	 5
0.15	 5
0	 3
0.15	 10
0	 5
0	 3
0.15	 5
0	 4
0.15	 5
0	 3
0.15	 5
0.15	 5
0	 3
0.15	 1
0	 5
0.15	 5
0	 3
0.15	 1
0	 5
0	 3
0.15	 1
0	 5
0.3	 1
0.15	 1
0.15	 1
0.15	 1
0.15	 3
0.15	 1
0	 3
0.15	 1
0.15	 3
0	 4
0.15	 3
0.15	 3
0.15	 1
0.3	 3
0.15	 3
0.3	 3
0.3	 1
0	 5
0	 3
0.15	 5
0.3	 5
0	 3
0.15	 5
0	 3
0.15	 10
0	 5
0	 3
0.15	 5
0	 3
0.15	 5
0	 3
0.15	 5
0.15	 5
0	 3
0.15	 1
0	 5
0.15	 5
0	 3
0.15	 1
0	 5
0	 3
0.15	 1
0	 5
0.3	 1
0.15	 4
0.15	 1
0.15	 1
0.15	 3
0.15	 1
0	 3
0.3	 3
0.3	 3
0.15	 1
0.3	 3
