1	 0.600	 0	 0	 0	 0	 0	 0
1	 0.600	 0	 0	 0	 0	 0	 1
1	 0.300	 4	 1	 5	 5	 0	 1
1	 0.300	 4	 1	 5	 5	 0	 1
1	 0.150	 4	 1	 5	 5	 0	 1
1	 0.150	 3	 1	 5	 5	 0	 1
1	 0.150	 4	 1	 5	 5	 0	 1
1	 0.150	 4	 1	 5	 5	 0	 1
1	 0.150	 4	 1	 5	 5	 0	 1
1	 0.150	 5	 1	 5	 5	 0	 1
1	 0.150	 4	 1	 5	 5	 0	 1
1	 0.150	 0	 1	 0	 5	 0	 1
2	 0.150	 4	 1	 5	 5	 0	 1
2	 0.150	 3	 1	 5	 5	 0	 1
2	 0.150	 4	 1	 5	 5	 0	 1
2	 0.150	 3	 1	 5	 5	 0	 1
2	 0.150	 4	 1	 5	 5	 0	 1
2	 0.150	 3	 1	 5	 5	 0	 1
2	 0.150	 4	 1	 5	 5	 0	 1
2	 0.150	 0	 1	 0	 5	 0	 1
2	 0.150	 4	 1	 5	 5	 0	 1
2	 0.150	 3	 1	 5	 5	 0	 1
2	 0.150	 4	 1	 5	 5	 0	 1
2	 0.150	 3	 1	 5	 5	 0	 1
2	 0.150	 4	 1	 5	 5	 0	 1
2	 0.150	 3	 1	 5	 5	 0	 1
2	 0.150	 4	 1	 5	 5	 0	 1
3	 0.600	 0	 0	 0	 0	 0	 0
-1	 0.600	 1	 1	 1	 1	 1	 1
